rgi_id,rgi_region,rgi_subregion,name,cenlon,cenlat,rgi_area_km2,rgi_year,glacier_type,terminus_type,is_tidewater,status,inv_volume_km3,vas_volume_km3,inv_volume_bsl_km3,inv_volume_bwl_km3,dem_source,flowline_type,ref_hgt_qc_diff,inversion_glen_a,inversion_fs,error_task,error_msg,dem_mean_elev,dem_med_elev,dem_min_elev,dem_max_elev,dem_max_elev_on_ext,dem_min_elev_on_ext,dem_perc_area_above_max_elev_on_ext,terminus_lon,terminus_lat,main_flowline_length,inv_flowline_glacier_area,flowline_mean_elev,flowline_max_elev,flowline_min_elev,flowline_avg_slope,flowline_avg_width,flowline_last_width,flowline_last_5_widths,t_star,mu_star_glacierwide,mu_star_flowline_avg,mu_star_allsame,mb_bias,dem_needed_interpolation,dem_invalid_perc,dem_needed_extrapolation,dem_extrapol_perc,dem_invalid_perc_in_mask
RGI60-19.00001,19,19-20,,-67.481,-66.856,64.608,1986,Ice cap,Marine-terminating,True,Glacier or ice cap,12.851954736523167,10.486307185714324,1.4677277496750043,0.0,COPDEM,elevation_band,30.0,1.2375003102891159e-24,0.0,,,382.2395324707031,339.07733154296875,0.0,1369.783447265625,1352.7916259765625,0.0,0.0007035647279549719,-67.51228548160118,-66.81236776330832,7626.0,64608000.00000002,384.2463308024981,1307.5660452550346,15.210216973604293,0.17222420984542489,8472.069236821402,11226.853556278984,13955.645763068174,2000.0,3296.4932609812154,3296.493260981215,True,394.97752152935385,,,,,
RGI60-19.00002,19,19-21,,-64.7861,-67.6507,12.106,1989,Ice cap,Shelf-terminating,True,Glacier or ice cap,2.2504687978057847,1.0485878897867325,1.078098675595732,0.0,COPDEM,elevation_band,1020.0,1.2375003102891159e-24,0.0,,,151.94593811035156,93.96797180175781,42.17732238769531,766.288330078125,766.288330078125,42.17732238769531,0.0,-64.72364243120253,-67.68374442586833,5074.0,12105999.999999998,155.56983423144004,711.0916853056858,54.739521769111875,0.12605981373487954,2385.888845092629,1145.1732318598606,1784.8299314857672,2000.0,49.054642652531385,49.05464265253137,True,401.0323735141543,,,,,
RGI60-19.00003,19,19-21,,-64.8917,-67.6569,13.364,1989,Glacier,Shelf-terminating,True,Glacier or ice cap,1.554344370763116,1.2012725663077817,0.5525843639707034,0.0,COPDEM,elevation_band,890.0,1.2375003102891159e-24,0.0,,,174.82070922851562,103.74260711669922,20.58551025390625,696.193115234375,696.193115234375,27.255348205566406,0.0,-64.91965937173835,-67.67372218001367,3416.0,13364000.000000004,167.32746796013285,611.0958513675432,27.919683494895178,0.17080958963110746,3912.177985948478,230.64797274221112,1261.8644268631133,2000.0,65.10232944434313,65.1023294443431,True,400.8868611383014,,,,,
RGI60-19.00004,19,19-21,,-64.8772,-67.6357,0.02,1989,Glacier,Land-terminating,False,Glacier or ice cap,0.00024979638341372134,0.00015681772931487573,0.0,0.0,COPDEM,elevation_band,1290.0,1.2375003102891159e-24,0.0,,,486.27069091796875,483.6730651855469,428.08935546875,561.5585327148438,561.5585327148438,428.08935546875,0.0,-64.87675143185328,-67.63494799690237,168.0,20000.0,479.89343494043555,534.4009521552521,427.87643295232147,0.6272516042878493,119.04761904761904,53.44341269137934,131.71503236178643,2000.0,54.58015792260898,54.580157922609,True,400.8815120652735,,,,,
RGI60-19.00005,19,19-21,,-64.935,-67.6281,21.853,1989,Ice cap,Shelf-terminating,True,Glacier or ice cap,4.247651734906249,2.3621454309389023,1.6232699726743594,0.0,COPDEM,elevation_band,920.0,1.2375003102891159e-24,0.0,,,137.36581420898438,105.6785659790039,53.534969329833984,531.719970703125,531.719970703125,53.68593215942383,0.0,-64.94884862184396,-67.59926594117834,6300.0,21852999.999999996,137.09659986288054,481.86016519501584,59.874756396306154,0.07128929476744555,3468.7301587301586,747.375580546242,2091.1792187794335,2000.0,57.593205684793,57.593205684793006,True,400.78736273697996,,,,,
RGI60-19.00006,19,19-20,,-67.6485,-67.2301,17.126,1986,Glacier,Marine-terminating,True,Glacier or ice cap,2.7281981766820986,1.6894908113283573,0.14426215918148852,0.0,COPDEM,elevation_band,259.0,1.2375003102891159e-24,0.0,,,213.14341735839844,209.49559020996094,0.0,674.4863891601562,633.3287963867188,0.0,0.0018918918918918919,-67.60717969070123,-67.22641870387507,3672.0,17125999.999999996,213.97436339090405,580.0467217842007,25.806192898010547,0.1576421658101335,4663.943355119826,1825.8482273872175,5992.946990305162,2000.0,527.136883820657,527.136883820657,True,395.6348235466397,,,,,
RGI60-19.00007,19,19-20,,-67.1959,-67.8429,8.188,1986,Glacier,Marine-terminating,True,Glacier or ice cap,1.0467925578342967,0.6124892050404689,0.06993368267183804,0.0,COPDEM,elevation_band,220.0,1.2375003102891159e-24,0.0,,,200.2165985107422,187.46661376953125,0.0,713.7584228515625,713.7584228515625,0.0,0.0,-67.2022071902598,-67.82842345903461,4000.0,8188000.000000002,207.08896418801396,689.2661992917928,25.674901877622275,0.1658765911701406,2047.0000000000005,1950.1050794153361,2683.399471640999,2000.0,241.4286952876694,241.42869528766943,True,397.9632514211915,,,,,
RGI60-19.00008,19,19-20,,-67.2345,-67.8597,0.099,1986,Glacier,Land-terminating,False,Glacier or ice cap,0.0027500617133886826,0.0014140908417795534,0.0,0.0,COPDEM,elevation_band,490.0,1.2375003102891159e-24,0.0,,,441.886474609375,429.218505859375,282.0478515625,695.6597900390625,695.6597900390625,282.0478515625,0.0,-67.23537859926303,-67.85640999363866,672.0,99000.0,448.51385158009305,675.0701080483233,300.5891197833646,0.5205591937984066,147.32142857142858,74.13521711682678,135.35774486039597,2000.0,222.20021523826156,222.20021523826156,True,397.95527439639113,,,,,
RGI60-19.00009,19,19-20,,-67.2354,-67.882,9.115,1986,Glacier,Marine-terminating,True,Glacier or ice cap,0.6865415037209855,0.7098136429011925,0.06856680358014577,0.0,COPDEM,elevation_band,200.0,1.2375003102891159e-24,0.0,,,329.9313049316406,316.7082214355469,0.0,809.4246826171875,809.4246826171875,0.0,0.0,-67.28479013940499,-67.88378023861705,2600.0,9115000.000000002,325.95258971031507,787.4277777263599,11.696037066939411,0.29610124950332206,3505.7692307692314,1501.429950097658,3987.7514609392697,2000.0,387.9596334488568,387.9596334488569,True,398.01376220094767,,,,,
RGI60-19.00010,19,19-20,,-67.2697,-67.8685,3.421,1986,Glacier,Marine-terminating,True,Glacier or ice cap,0.2288155288493422,0.18447579645694348,0.003285605209835184,0.0,COPDEM,elevation_band,220.0,1.2375003102891159e-24,0.0,,,427.3471984863281,460.58819580078125,0.0,875.9200439453125,828.3804321289062,0.0,0.02088078967350038,-67.27172911074372,-67.8558320681238,2232.0,3421000.0000000005,429.8936111332581,840.3528151248491,31.519341762062076,0.3485241288450354,1532.7060931899641,543.3236272755637,1179.9347878022138,2000.0,490.60998988008544,490.6099898800854,True,397.9311940755864,,,,,
