rgi_id,rgi_region,rgi_subregion,name,cenlon,cenlat,rgi_area_km2,rgi_year,glacier_type,terminus_type,is_tidewater,status,inv_volume_km3,vas_volume_km3,inv_volume_bsl_km3,inv_volume_bwl_km3,dem_source,flowline_type,inversion_glen_a,inversion_fs,error_task,error_msg,dem_mean_elev,dem_med_elev,dem_min_elev,dem_max_elev,dem_max_elev_on_ext,dem_min_elev_on_ext,dem_perc_area_above_max_elev_on_ext,terminus_lon,terminus_lat,main_flowline_length,inv_flowline_glacier_area,flowline_mean_elev,flowline_max_elev,flowline_min_elev,flowline_avg_slope,flowline_avg_width,flowline_last_width,flowline_last_5_widths,t_star,mu_star_glacierwide,mu_star_flowline_avg,mu_star_allsame,mb_bias,ref_hgt_qc_diff
RGI60-07.00001,07,07-01,,17.0347,76.7052,0.597,2008,Glacier,Land-terminating,False,Glacier or ice cap,0.02080028589725994,0.01672798469061197,0.0,0.0,COPDEM,elevation_band,8.394374975409477e-24,0,,,251.46612548828125,260.5539245605469,90.99262237548828,426.27825927734375,426.27825927734375,90.99262237548828,0.0,17.021980167913984,76.6989184135717,1176.0,597000.0,256.52433938457085,414.0035591084634,111.10730731491039,0.25953038881763446,507.6530612244898,162.2597651195544,252.99485119557752,1995,147.81143181931702,147.81143181931702,True,306.65557125328087,
RGI60-07.00002,07,07-01,Bungebreen,16.1891,76.7872,0.581,2008,Glacier,Land-terminating,False,Glacier or ice cap,0.01993287345775201,0.01611465822735273,0.0,0.0,COPDEM,elevation_band,8.394374975409477e-24,0,,,339.5345458984375,321.9629821777344,182.3770294189453,590.8516235351562,590.8516235351562,182.3770294189453,0.0,16.161691776627002,76.78954466407977,1218.0,580999.9999999999,343.8435027650036,558.7665480901564,203.47938404617506,0.2914288762463918,477.0114942528736,204.58845124108333,415.69003725752754,1995,139.46250374771276,139.4625037477128,True,271.0288518744283,80.0
RGI60-07.00003,07,07-01,Samarinbreen East,16.3915,76.9194,0.388,2008,Glacier,Land-terminating,False,Glacier or ice cap,0.012540343543728629,0.009249591218911665,0.0,0.0,COPDEM,elevation_band,8.394374975409477e-24,0,,,334.1983642578125,355.15826416015625,139.5308074951172,512.1288452148438,512.1288452148438,139.5308074951172,0.0,16.377262825090984,76.91415466633727,1064.0,388000.0,335.5246353291821,499.9028391580025,150.92066756362482,0.32631958927306864,364.6616541353384,82.68088337286784,234.39241118178734,1995,200.58136713994804,200.58136713994801,True,256.8212192741741,40.0
RGI60-07.00004,07,07-01,,15.9932,76.9423,1.044,2008,Glacier,Land-terminating,False,Glacier or ice cap,0.047029322788089474,0.036073817407447625,0.0,0.0,COPDEM,elevation_band,8.394374975409477e-24,0,,,815.1928100585938,816.2959594726562,673.732421875,917.341796875,917.341796875,673.732421875,0.0,16.002048044738718,76.95211797044182,1296.0,1044000.0,813.9209360772451,904.6124957277231,697.4875244750624,0.16454466339306,805.5555555555557,209.47151457160922,546.4222952187679,1995,161.22896091502895,161.228960915029,True,232.32386567797528,560.0
RGI60-07.00005,07,07-01,Mendelejevbreen,16.4966,76.9564,0.5,2008,Glacier,Land-terminating,False,Glacier or ice cap,0.016489829176987082,0.013108792015967497,0.0,0.0,COPDEM,elevation_band,8.394374975409477e-24,0,,,262.80609130859375,261.93646240234375,143.12062072753906,423.1971740722656,423.1971740722656,143.12062072753906,0.0,16.5112599012705,76.9598991461417,1040.0,500000.0,264.58233701030696,424.31990846136625,153.87188634069318,0.2628708574989505,480.7692307692307,45.495251088244935,152.6170960091119,1995,148.9876393444152,148.9876393444152,True,254.65834814777352,50.0
RGI60-07.00006,07,07-01,Chomjakovbreen,16.4289,76.9375,13.618,2008,Glacier,Marine-terminating,True,Glacier or ice cap,1.5081909281048858,1.2327776314399783,0.0030785938706936033,0.0,COPDEM,elevation_band,8.394374975409477e-24,0,,,308.1681213378906,319.18829345703125,0.0,633.0137329101562,633.0137329101562,0.0,0.0,16.37857636637546,76.96511175186501,5704.0,13618000.000000002,311.8630814877438,607.420437838364,32.664918913034555,0.10437629041848727,2387.447405329594,1128.107420614348,1409.6039322191475,1995,209.0516771392303,209.05167713923024,True,256.7589944002165,
RGI60-07.00007,07,07-01,Mendelejevbreen,16.4263,76.9661,0.559,2008,Glacier,Land-terminating,False,Glacier or ice cap,0.020808045081120965,0.015281646628903536,0.0,0.0,COPDEM,elevation_band,8.394374975409477e-24,0,,,253.09658813476562,260.7663269042969,74.5531234741211,437.3981628417969,437.3981628417969,74.5531234741211,0.0,16.41099809999271,76.97201950867789,1400.0,558999.9999999999,254.05720548113212,421.7871062128156,85.59111155801104,0.23953602390536766,399.2857142857143,26.989423423475614,122.22915118199435,1995,171.48046020787143,171.48046020787143,True,253.57762845736593,
RGI60-07.00008,07,07-01,Lorchbreen,16.1035,77.0379,1.577,2008,Glacier,Land-terminating,False,Glacier or ice cap,0.07143036481151151,0.06360591365942232,0.0,0.0,COPDEM,elevation_band,8.394374975409477e-24,0,,,212.71446228027344,220.9883270263672,38.401554107666016,437.3313293457031,437.3313293457031,38.401554107666016,0.0,16.06377852066124,77.03718588375817,1680.0,1577000.0000000002,218.13581404062586,415.69072612015196,59.87501376665177,0.21228470254903423,938.690476190476,418.2471200115594,699.9514356018285,1995,140.6976314730994,140.6976314730994,True,227.32541617223288,
RGI60-07.00009,07,07-01,,15.2714,77.0472,0.651,2008,Glacier,Land-terminating,False,Glacier or ice cap,0.020456228842058763,0.018843118370442485,0.0,0.0,COPDEM,elevation_band,8.394374975409477e-24,0,,,337.509521484375,327.3365478515625,230.11575317382812,547.7075805664062,547.7075805664062,230.11575317382812,0.0,15.265730942345332,77.05182462441273,1008.0,651000.0000000002,338.8818668362881,505.8863883952983,235.43727073365804,0.2662653457230449,645.8333333333335,86.06698232217022,219.85548633692878,1995,116.8244812463203,116.82448124632032,True,202.472554687662,80.0
RGI60-07.00010,07,07-01,Sofiebreen,15.7801,77.043,1.456,2008,Glacier,Land-terminating,False,Glacier or ice cap,0.06365413086315673,0.056993562938626764,0.0,0.0,COPDEM,elevation_band,8.394374975409477e-24,0,,,347.6952819824219,336.3941345214844,144.72877502441406,641.1082153320312,641.1082153320312,144.72877502441406,0.0,15.769421012575624,77.03312467693638,1728.0,1456000.0,352.5398443092365,610.8950127602027,172.2526404119324,0.25578447550715455,842.5925925925927,267.4246266522236,436.0225025935357,1995,187.8561050002406,187.8561050002406,True,210.00653790758776,29.0
RGI60-07.00011,07,07-01,,16.0916,77.0498,0.659,2008,Glacier,Land-terminating,False,Glacier or ice cap,0.022472166192600118,0.019162243832789073,0.0,0.0,COPDEM,elevation_band,8.394374975409477e-24,0,,,236.08590698242188,233.81219482421875,89.33961486816406,417.39556884765625,417.39556884765625,89.33961486816406,0.0,16.069144851277475,77.04674657143576,1050.0,659000.0000000001,238.2775256302446,381.370839837733,113.97264348400627,0.26087706600050486,627.6190476190477,85.49926574522665,175.9801150199857,1995,152.01146574422674,152.0114657442267,True,226.18585157829736,
RGI60-07.00012,07,07-01,Paierlbreen,15.893,77.0683,0.513,2008,Glacier,Land-terminating,False,Glacier or ice cap,0.014410185945395162,0.013579703701144329,3.8043062284083977e-07,0.0,COPDEM,elevation_band,8.394374975409477e-24,0,,,180.64833068847656,154.58175659179688,17.01227569580078,484.15679931640625,484.15679931640625,17.01227569580078,0.0,15.871087935986601,77.06969287512133,1040.0,513000.0,181.47580241040023,448.6356249991071,27.26677588282248,0.38809668875360587,493.2692307692307,103.06216958357518,310.88384773234185,1995,123.40476163735805,123.4047616373581,True,214.33898369018792,
RGI60-07.00013,07,07-01,Paierlbreen,15.7598,77.0789,0.083,2008,Glacier,Land-terminating,False,Glacier or ice cap,0.0010962375709580032,0.0011097145851178313,0.0,0.0,COPDEM,elevation_band,8.394374975409477e-24,0,,,447.1364440917969,440.0402526855469,268.4858703613281,654.15380859375,654.15380859375,268.4858703613281,0.0,15.76602313702624,77.08074234069949,392.0,82999.99999999999,447.1307296266899,609.6848918947996,268.07950363229867,0.7456080314562742,211.73469387755105,15.35857304888857,87.69236624288426,1995,194.44071803816513,194.44071803816507,True,208.13972070980688,119.0
RGI60-07.00014,07,07-01,Paierlbreen,15.8767,77.08,0.194,2008,Glacier,Land-terminating,False,Glacier or ice cap,0.004461725320138744,0.00356620492710095,0.0,0.0,COPDEM,elevation_band,8.394374975409477e-24,0,,,306.552490234375,289.2231140136719,141.9326629638672,526.6324462890625,526.6324462890625,141.9326629638672,0.0,15.863386969156158,77.07932380926225,736.0,194000.0,305.7960808969625,500.60228136470505,149.43896276735688,0.46136510913690715,263.5869565217391,52.70191519754597,205.60023908043632,1995,180.45670007070848,180.45670007070848,True,213.57541858255223,20.0
