rgi_id,rgi_region,rgi_subregion,name,cenlon,cenlat,rgi_area_km2,rgi_year,glacier_type,terminus_type,is_tidewater,status,inv_volume_km3,vas_volume_km3,inv_volume_bsl_km3,inv_volume_bwl_km3,dem_source,flowline_type,inversion_glen_a,inversion_fs,error_task,error_msg,dem_mean_elev,dem_med_elev,dem_min_elev,dem_max_elev,dem_max_elev_on_ext,dem_min_elev_on_ext,dem_perc_area_above_max_elev_on_ext,terminus_lon,terminus_lat,main_flowline_length,inv_flowline_glacier_area,flowline_mean_elev,flowline_max_elev,flowline_min_elev,flowline_avg_slope,flowline_avg_width,flowline_last_width,flowline_last_5_widths,t_star,mu_star_glacierwide,mu_star_flowline_avg,mu_star_allsame,mb_bias,ref_hgt_qc_diff
RGI60-16.00001,16,16-01,,-69.9053,-16.5212,0.098,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.0016594193591322835,0.0013944879670541469,0.0,0.0,NASADEM,elevation_band,2.00373052516401e-23,0.0,,,4958.7666015625,4960.0,4886.0,5034.0,5034.0,4886.0,0.0,-69.90465032861323,-16.52291109892707,364.0,98000.00000000003,4957.321565153174,5014.22707440468,4894.893958143062,0.335117323971133,269.23076923076934,75.32015593832557,202.573588294137,2000.0,28.02707399081098,28.027073990810987,True,140.17483399790768,
RGI60-16.00002,16,16-01,,-69.9117,-16.5196,0.147,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.0022796170850557873,0.002435231497448834,0.0,0.0,NASADEM,elevation_band,2.00373052516401e-23,0.0,,,4991.9755859375,4990.5,4946.0,5054.0,5054.0,4947.0,0.0,-69.91067182085999,-16.519924957023054,240.0,146999.99999999997,4998.461531500714,5038.238867628196,4968.001063642767,0.3204633528528328,612.5,528.7212035746982,755.3479397102121,2000.0,38.686222417935035,38.686222417935014,True,140.2516898588269,
RGI60-16.00003,16,16-01,,-69.9246,-16.5156,0.149,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.002216018586190019,0.0024809044386354525,0.0,0.0,NASADEM,elevation_band,2.00373052516401e-23,0.0,,,4951.9248046875,4947.5,4881.0,5049.0,5049.0,4881.0,0.0,-69.92601561564784,-16.5168560799029,330.0,149000.0,4951.139699061036,5010.4596003338465,4891.172290247108,0.37305979850072507,451.5151515151514,62.50297860694819,257.04259399139016,2000.0,26.621215981476407,26.621215981476418,True,140.4005949961135,
RGI60-16.00004,16,16-01,,-69.1445,-16.3855,0.051,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.0009305702343230643,0.0005680517592410171,0.0,0.0,NASADEM,elevation_band,2.00373052516401e-23,0.0,,,4478.42431640625,4481.0,4431.0,4515.0,4515.0,4431.0,0.0,-69.14469935853334,-16.386736869437392,338.0,51000.00000000001,4475.597591199107,4504.769097194692,4439.121328236365,0.2046359174253546,150.88757396449705,25.420463663419646,114.82242481696355,2000.0,15.101204729813547,15.101204729813546,True,132.20975757614474,-600.0
RGI60-16.00005,16,16-01,,-69.1411,-16.384,0.037,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.0005431926869535927,0.0003653896889008746,0.0,0.0,NASADEM,elevation_band,2.00373052516401e-23,0.0,,,4446.42138671875,4446.0,4381.0,4515.0,4515.0,4381.0,0.0,-69.13921497154544,-16.38427560107441,312.0,37000.0,4447.7742723350175,4500.098451941498,4403.286439419209,0.3220623526580745,118.58974358974358,103.83423086596373,142.64850800599996,2000.0,12.798918988509268,12.798918988509271,True,132.16914885944598,-610.0
RGI60-16.00006,16,16-01,,-69.895,-16.4572,0.927,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.03365080855726042,0.030634694340541425,0.0,0.0,NASADEM,elevation_band,2.00373052516401e-23,0.0,,,4888.8349609375,4886.0,4628.0,5163.0,5163.0,4628.0,0.0,-69.90555765570552,-16.45768136137574,2208.0,927000.0,4888.756149276427,5127.718940940109,4646.154110320651,0.21709081446430178,419.8369565217392,63.048740405582265,92.66100474368409,2000.0,18.303095720294973,18.30309572029497,True,139.25670771892817,
RGI60-16.00007,16,16-01,,-69.8873,-16.4687,0.899,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.026668518356027734,0.029369631209207273,0.0,0.0,NASADEM,elevation_band,2.00373052516401e-23,0.0,,,4928.6181640625,4912.0,4761.0,5162.0,5162.0,4761.0,0.0,-69.89020718902424,-16.471482754340588,1196.0,899000.0000000001,4929.738919159325,5134.353247657997,4789.255445591858,0.28407598018571373,751.6722408026757,417.9097336480298,412.2638807954897,2000.0,23.747196111518306,23.7471961115183,True,139.2753006293674,
RGI60-16.00008,16,16-01,,-69.8764,-16.4684,0.091,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.0016914924826967658,0.001259391713683915,0.0,0.0,NASADEM,elevation_band,2.00373052516401e-23,0.0,,,4975.2431640625,4974.0,4933.0,5064.0,5064.0,4933.0,0.0,-69.87584285260138,-16.469630059543753,364.0,91000.0,4979.384464454714,5044.116157978679,4942.345637721966,0.29298790740737296,250.00000000000003,136.22825371388086,238.5247561574729,2000.0,33.29231670996402,33.29231670996401,True,139.10732653890344,
RGI60-16.00009,16,16-01,,-69.8778,-16.4774,0.366,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.006739919324615005,0.00853621626608231,0.0,0.0,NASADEM,elevation_band,2.00373052516401e-23,0.0,,,4897.1845703125,4898.0,4742.0,5059.0,5059.0,4742.0,0.0,-69.87364868886904,-16.478919668257618,648.0,366000.0,4898.830352130513,5036.9455423176705,4766.1483394590205,0.4117217891418111,564.8148148148148,145.59016127245502,333.10739817595595,2000.0,17.75371608372117,17.753716083721166,True,139.2370941334,
RGI60-16.00010,16,16-01,,-70.5634,-16.4167,0.504,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.012799729916051241,0.013253204663886325,0.0,0.0,NASADEM,elevation_band,2.00373052516401e-23,0.0,,,5025.53076171875,5027.0,4838.0,5189.0,5189.0,4838.0,0.0,-70.5616885640372,-16.42140549194414,880.0,504000.0000000001,5026.566124563079,5163.134727884229,4860.878116539471,0.3447508406294576,572.7272727272729,63.287983950304934,217.81066134773732,2000.0,70.51430662664048,70.51430662664049,True,153.0063387487034,
