rgi_id,rgi_region,rgi_subregion,name,cenlon,cenlat,rgi_area_km2,rgi_year,glacier_type,terminus_type,is_tidewater,status,inv_volume_km3,vas_volume_km3,inv_volume_bsl_km3,inv_volume_bwl_km3,dem_source,flowline_type,inversion_glen_a,inversion_fs,error_task,error_msg,dem_mean_elev,dem_med_elev,dem_min_elev,dem_max_elev,dem_max_elev_on_ext,dem_min_elev_on_ext,dem_perc_area_above_max_elev_on_ext,terminus_lon,terminus_lat,main_flowline_length,inv_flowline_glacier_area,flowline_mean_elev,flowline_max_elev,flowline_min_elev,flowline_avg_slope,flowline_avg_width,flowline_last_width,flowline_last_5_widths,t_star,mu_star_glacierwide,mu_star_flowline_avg,mu_star_allsame,mb_bias,ref_hgt_qc_diff
RGI60-18.00001,18,18-01,,175.549,-39.2754,0.025,1978,Glacier,Land-terminating,False,Glacier or ice cap,0.00048263854320427396,0.00021313090495584178,0.0,0.0,NASADEM,elevation_band,5.2393643412989614e-24,0,,,2374.68603515625,2375.5,2336.0,2417.0,2417.0,2336.0,0.0,175.54735634636634,-39.27567316303165,264.0,24999.999999999996,2375.4961460159425,2406.0581105235756,2340.824327230015,0.2631700185354387,94.69696969696969,26.60257829279142,69.04799829082665,1998,115.02093814613816,115.02093814613818,True,198.98021144338114,
RGI60-18.00002,18,18-01,,175.574,-39.2604,0.074,1978,Glacier,Land-terminating,False,Glacier or ice cap,0.001683585590547255,0.0009477036028565623,0.0,0.0,NASADEM,elevation_band,5.2393643412989614e-24,0,,,2382.0185546875,2377.0,2257.0,2563.0,2563.0,2257.0,0.0,175.571794529592,-39.25767902845889,616.0,74000.0,2391.2336611649757,2548.627264157045,2274.8276349822077,0.42992062622234534,120.12987012987013,112.82718974508445,127.52268528836237,1998,119.01774160445896,119.01774160445902,True,198.81059758343417,
RGI60-18.00003,18,18-01,,175.567,-39.3007,0.016,1978,Glacier,Land-terminating,False,Glacier or ice cap,0.00023153007577744568,0.00011538354905671126,0.0,0.0,NASADEM,elevation_band,5.2393643412989614e-24,0,,,2384.330322265625,2383.5,2333.0,2445.0,2445.0,2333.0,0.0,175.56726131427536,-39.30134045111686,216.0,16000.000000000002,2382.913906583862,2431.214989485297,2339.73217499842,0.43552711353697027,74.07407407407408,19.758467449494656,77.93867432177962,1998,117.21336899815834,117.21336899815837,True,199.09436528085703,
RGI60-18.00004,18,18-01,,175.569,-39.2615,0.022,1978,Glacier,Land-terminating,False,Glacier or ice cap,0.0003601404493375741,0.00017877636520817982,0.0,0.0,NASADEM,elevation_band,5.2393643412989614e-24,0,,,2359.97998046875,2357.0,2308.0,2423.0,2423.0,2308.0,0.0,175.56883090750932,-39.26042282060097,264.0,22000.000000000004,2357.7146687378336,2405.739045967939,2307.996961991673,0.38217152525507375,83.33333333333333,13.132098116298298,65.58726454258957,1998,109.78454364390348,109.78454364390349,True,198.83199188246712,
RGI60-18.00005,18,18-01,,175.582,-39.2769,0.016,1978,Glacier,Land-terminating,False,Glacier or ice cap,0.00022092852295992735,0.00011538354905671126,0.0,0.0,NASADEM,elevation_band,5.2393643412989614e-24,0,,,2336.539794921875,2340.0,2287.0,2396.0,2396.0,2287.0,0.0,175.58308702546807,-39.2773009023979,168.0,16000.0,2336.913515549184,2371.3795569668823,2304.103105376644,0.4337429538935812,95.23809523809523,55.80707967209968,99.68674080217662,1998,104.10743792293371,104.10743792293371,True,198.89510004748306,
RGI60-18.00006,18,18-01,,175.57,-39.2775,1.182,1978,Glacier,Land-terminating,False,Glacier or ice cap,0.05633834357485825,0.04278858721692045,0.0,0.0,NASADEM,elevation_band,5.2393643412989614e-24,0,,,2485.874755859375,2537.0,2074.0,2691.0,2691.0,2074.0,0.0,175.58497895451447,-39.28138100650094,1750.0,1182000.0,2485.3881921495727,2667.944352799491,2101.2154158559283,0.31862619524478253,675.4285714285714,121.12468067044429,193.2258252904664,1998,151.2567941565225,151.2567941565225,True,198.93361416430125,
RGI60-18.00007,18,18-01,,175.553,-39.2678,0.019,1978,Glacier,Land-terminating,False,Glacier or ice cap,0.00029320411973382434,0.0001461386591699915,0.0,0.0,NASADEM,elevation_band,5.2393643412989614e-24,0,,,2440.155029296875,2441.0,2376.0,2503.0,2503.0,2376.0,0.0,175.5521462078298,-39.26730156360951,240.0,18999.999999999996,2442.3072589266853,2492.8590442368845,2395.3688228314645,0.4171582786157124,79.16666666666666,62.41710306060506,87.44417863310017,1998,137.23481131337311,137.23481131337311,True,198.91880621255763,
RGI60-18.00008,18,18-01,,175.575,-39.2942,0.021,1978,Glacier,Land-terminating,False,Glacier or ice cap,0.00029525801714501404,0.000167698990120081,0.0,0.0,NASADEM,elevation_band,5.2393643412989614e-24,0,,,2224.0068359375,2224.0,2192.0,2264.0,2264.0,2192.0,0.0,175.57582414248307,-39.29444769726924,120.0,21000.0,2232.749031347489,2251.776950268988,2216.7306726588927,0.3498895444280664,174.99999999999994,158.62870384400483,174.99999999999994,1998,79.42250907641332,79.42250907641338,True,199.0283353218601,
RGI60-18.00009,18,18-01,,175.57,-39.2912,0.663,1978,Glacier,Land-terminating,False,Glacier or ice cap,0.02147411871844204,0.019322353294908404,0.0,0.0,NASADEM,elevation_band,5.2393643412989614e-24,0,,,2487.06982421875,2486.0,2253.0,2755.0,2755.0,2253.0,0.0,175.57300519862378,-39.29572597583512,1134.0,662999.9999999999,2489.004279101599,2731.695488335664,2270.7619408806427,0.3918845726399956,584.6560846560847,91.6354024661377,259.2216675926892,1998,154.5688245727348,154.56882457273474,True,199.0232766406164,
RGI60-18.00010,18,18-01,,175.554,-39.2804,0.645,1978,Glacier,Land-terminating,False,Glacier or ice cap,0.023949950281276996,0.018604736551554934,0.0,0.0,NASADEM,elevation_band,5.2393643412989614e-24,0,,,2460.311279296875,2462.0,2166.0,2716.0,2713.0,2166.0,0.0006798096532970768,175.54558867733064,-39.28219841443605,1344.0,645000.0,2460.9846606106466,2675.5437461939273,2189.579362886824,0.35296675152378254,479.91071428571433,71.48894026931521,139.9791226630484,1998,142.08225748118255,142.08225748118264,True,198.99873530752,
RGI60-18.00011,18,18-01,,175.567,-39.2708,0.357,1978,Glacier,Land-terminating,False,Glacier or ice cap,0.02461804599511608,0.008248931822990744,0.0,0.0,NASADEM,elevation_band,5.2393643412989614e-24,0,,,2595.081787109375,2594.0,2543.0,2620.0,2615.0,2543.0,0.029038112522686024,175.5663423848127,-39.26761020627607,864.0,357000.0,2592.4479743722463,2611.0958879285067,2569.2539811255465,0.050640643041505395,413.1944444444444,294.5148152411749,382.2666737200034,1998,211.91475839504395,211.914758395044,True,198.8984334616659,
RGI60-18.00012,18,18-01,,175.563,-39.266,0.039,1978,Glacier,Land-terminating,False,Glacier or ice cap,0.0007940108733810777,0.000392819240579532,0.0,0.0,NASADEM,elevation_band,5.2393643412989614e-24,0,,,2405.24462890625,2412.0,2305.0,2483.0,2483.0,2305.0,0.0,175.56441945953864,-39.26321270283432,468.0,38999.99999999999,2403.8286548895326,2468.4600990830804,2310.6902974775962,0.33804093389898543,83.33333333333331,9.50967042333455,43.05754228796194,1998,123.64160940563039,123.64160940563033,True,198.87848138136945,
RGI60-18.00013,18,18-01,,175.579,-39.27,1.147,1978,Glacier,Land-terminating,False,Glacier or ice cap,0.06895770007702899,0.04105618736504177,0.0,0.0,NASADEM,elevation_band,5.2393643412989614e-24,0,,,2479.782958984375,2524.0,2162.0,2698.0,2698.0,2162.0,0.0,175.58678546092602,-39.27380969218476,1850.0,1147000.0,2493.9622508850557,2669.072919468206,2190.2861699821306,0.2491950296359595,620.0,211.21117636443913,367.5665286177153,1998,154.85133292534647,154.8513329253464,True,198.85881231610998,
