rgi_id,rgi_region,rgi_subregion,name,cenlon,cenlat,rgi_area_km2,rgi_year,glacier_type,terminus_type,is_tidewater,status,inv_volume_km3,vas_volume_km3,inv_volume_bsl_km3,inv_volume_bwl_km3,dem_source,flowline_type,inversion_glen_a,inversion_fs,error_task,error_msg,dem_mean_elev,dem_med_elev,dem_min_elev,dem_max_elev,dem_max_elev_on_ext,dem_min_elev_on_ext,dem_perc_area_above_max_elev_on_ext,terminus_lon,terminus_lat,main_flowline_length,inv_flowline_glacier_area,flowline_mean_elev,flowline_max_elev,flowline_min_elev,flowline_avg_slope,flowline_avg_width,flowline_last_width,flowline_last_5_widths,t_star,mu_star_glacierwide,mu_star_flowline_avg,mu_star_allsame,mb_bias,ref_hgt_qc_diff
RGI60-06.00001,06,06-01,,-23.7852,64.8174,4.903,2002,Glacier,Land-terminating,False,Glacier or ice cap,0.2609249364920863,0.3025965834933841,0.0,0.0,COPDEM,elevation_band,6.0218706008745146e-24,0,,,925.511474609375,900.2947998046875,630.1553344726562,1389.8819580078125,1364.702392578125,630.1553344726562,0.007196710075394105,-23.80598092965519,64.8296527831742,3034.0,4902999.999999998,927.6251552772923,1353.1299297581993,652.5122581308065,0.22968789592838104,1616.0184574818716,499.19085292203596,702.3007182103524,1996,55.26371713270204,55.26371713270201,True,546.0692824331728,
RGI60-06.00002,06,06-01,,-23.7686,64.7951,1.897,2002,Ice cap,Land-terminating,False,Glacier or ice cap,0.08282243748601557,0.0820014434104971,0.0,0.0,COPDEM,elevation_band,6.0218706008745146e-24,0,,,1119.0860595703125,1121.746826171875,748.91650390625,1367.306640625,1367.306640625,748.91650390625,0.0,-23.750507682311536,64.78805910788085,2088.0,1896999.9999999998,1120.3973488416304,1350.6162791725342,770.7931297657999,0.2748071579821472,908.5249042145592,77.96539335284328,181.80579926228842,1996,85.75653864055192,85.75653864055192,True,546.5832128936974,
RGI60-06.00003,06,06-01,,-23.8043,64.7979,0.751,2002,Glacier,Land-terminating,False,Glacier or ice cap,0.026767813693586898,0.022934212405951435,0.0,0.0,COPDEM,elevation_band,6.0218706008745146e-24,0,,,1102.8922119140625,1089.021240234375,831.9155883789062,1397.1207275390625,1394.363525390625,831.9155883789062,0.004519044544867657,-23.818252093877845,64.79365446832568,1672.0,751000.0,1104.1481249139354,1379.9113022835495,838.887263995407,0.309675360841552,449.16267942583715,39.51610071288996,159.21872412764105,1996,82.18183307261988,82.18183307261987,True,546.0331776171627,
RGI60-06.00004,06,06-01,,-23.821,64.8036,0.067,2002,Glacier,Land-terminating,False,Glacier or ice cap,0.0014661428364516776,0.0008266692261707657,0.0,0.0,COPDEM,elevation_band,6.0218706008745146e-24,0,,,881.0701293945312,875.8904418945312,829.371826171875,958.855224609375,958.855224609375,829.371826171875,0.0,-23.824855139942954,64.80319853991271,420.0,67000.0,880.5354632672461,937.8382850079199,836.5063884218005,0.24989926796306258,159.52380952380952,31.41614314560592,99.81269669764609,1996,51.21393287528313,51.21393287528312,True,545.7270788842628,
RGI60-06.00005,06,06-01,,-23.7993,64.8046,0.978,2002,Glacier,Land-terminating,False,Glacier or ice cap,0.04195600103737725,0.03297576218340287,0.0,0.0,COPDEM,elevation_band,6.0218706008745146e-24,0,,,1140.4173583984375,1132.27294921875,925.9349975585938,1381.3792724609375,1381.3792724609375,925.9349975585938,0.0,-23.81714358242629,64.80824339401778,1680.0,978000.0000000001,1141.0611868863064,1353.8547518796265,948.3335318833286,0.24023145135041574,582.1428571428571,221.46435498908198,360.41011362977326,1996,90.66493428340462,90.66493428340463,True,546.0248019832336,
RGI60-06.00006,06,06-01,,-23.753,64.8003,0.912,2002,Glacier,Land-terminating,False,Glacier or ice cap,0.0356911371261223,0.02995517214684842,0.0,0.0,COPDEM,elevation_band,6.0218706008745146e-24,0,,,1025.9013671875,1023.28076171875,763.056396484375,1338.2034912109375,1338.2034912109375,763.056396484375,0.0,-23.735504504053797,64.80072584386743,1932.0,911999.9999999999,1027.6788020016174,1323.8804071635195,781.4308524016393,0.27826293095878685,472.0496894409938,177.43390645901272,287.0309904218797,1996,69.4554008899475,69.45540088994746,True,546.7487278710659,
RGI60-06.00007,06,06-01,,-23.7522,64.8116,2.712,2002,Glacier,Land-terminating,False,Glacier or ice cap,0.12847539697475727,0.13404549851460354,0.0,0.0,COPDEM,elevation_band,6.0218706008745146e-24,0,,,966.6996459960938,959.5379638671875,701.8765869140625,1317.20458984375,1317.20458984375,701.8765869140625,0.0,-23.730320772127484,64.81045056137039,2442.0,2712000.0,967.0901549377855,1287.0273903421653,716.0271221472643,0.23421963844531668,1110.5651105651107,235.94833265137294,448.43431782409726,1996,60.67628892477059,60.67628892477056,True,546.6201745588693,
RGI60-06.00008,06,06-01,,-18.542,65.4045,2.166,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.11272772098081568,0.0984032152581429,0.0,0.0,COPDEM,elevation_band,6.0218706008745146e-24,0,,,1074.477783203125,1070.4443359375,914.7868041992188,1211.560791015625,1211.560791015625,914.7868041992188,0.0,-18.520447202200533,65.4082139791432,1736.0,2166000.0,1077.087293868146,1189.1627634969577,923.8260457941452,0.15882210022638765,1247.6958525345622,142.71217085136513,389.41138239785676,1996,67.51848324268602,67.51848324268605,True,458.2946537560137,
RGI60-06.00009,06,06-01,,-18.3031,65.6388,0.448,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.012936702514699864,0.011271616037018395,0.0,0.0,COPDEM,elevation_band,6.0218706008745146e-24,0,,,1236.8876953125,1228.030517578125,1103.728759765625,1407.230712890625,1407.230712890625,1103.728759765625,0.0,-18.293909601846856,65.63800643562799,912.0,448000.0,1237.1198668633456,1384.7960934739565,1111.3763038810773,0.2988511995091958,491.22807017543863,46.218215430235844,221.21307687055764,1996,111.4613057986848,111.4613057986848,True,437.11166603522884,
RGI60-06.00010,06,06-01,,-18.2939,65.6495,1.0,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.03924326374671716,0.034,0.0,0.0,COPDEM,elevation_band,6.0218706008745146e-24,0,,,1168.4974365234375,1166.3736572265625,1065.2191162109375,1328.896484375,1328.896484375,1065.2191162109375,0.0,-18.293101198218302,65.65513089839143,1152.0,1000000.0,1171.7784459844581,1325.0232987849283,1079.2629905454069,0.2198513248359623,868.0555555555553,305.53521715245273,565.3455315335916,1996,99.16276331282609,99.16276331282609,True,436.7796520908474,
