rgi_id,rgi_region,rgi_subregion,name,cenlon,cenlat,rgi_area_km2,rgi_year,glacier_type,terminus_type,is_tidewater,status,inv_volume_km3,vas_volume_km3,inv_volume_bsl_km3,inv_volume_bwl_km3,dem_source,flowline_type,inversion_glen_a,inversion_fs,error_task,error_msg,dem_mean_elev,dem_med_elev,dem_min_elev,dem_max_elev,dem_max_elev_on_ext,dem_min_elev_on_ext,dem_perc_area_above_max_elev_on_ext,terminus_lon,terminus_lat,main_flowline_length,inv_flowline_glacier_area,flowline_mean_elev,flowline_max_elev,flowline_min_elev,flowline_avg_slope,flowline_avg_width,flowline_last_width,flowline_last_5_widths,t_star,mu_star_glacierwide,mu_star_flowline_avg,mu_star_allsame,mb_bias,ref_hgt_qc_diff
RGI60-12.00001,12,12-01,Su5T09104117,42.0891,43.2003,0.078,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.001013489431885144,0.0010188470580230163,0.0,0.0,NASADEM,elevation_band,5.1387964289378515e-24,0.0,,,3189.678466796875,3176.5,3059.0,3384.0,3384.0,3059.0,0.0,42.0935269628247,43.199950225103514,364.0,78000.00000000003,3196.8607672244716,3372.8212405637178,3086.617591884502,0.703702266106595,214.28571428571433,102.11489713632574,282.4932519914847,1995.0,69.29140834377337,69.29140834377337,True,169.0992463121584,
RGI60-12.00002,12,12-01,,42.7121,43.1992,0.042,2001,Glacier,Land-terminating,False,Glacier or ice cap,0.0005210645736283099,0.0004349573673254999,0.0,0.0,NASADEM,elevation_band,5.1387964289378515e-24,0.0,,,3374.023681640625,3368.0,3261.0,3497.0,3497.0,3261.0,0.0,42.71348123737966,43.20013240109301,312.0,42000.0,3371.931133378212,3475.3349044811353,3266.909363339893,0.6130286788578805,134.6153846153846,37.077619929767515,117.98178581579718,1995.0,53.361682961228496,53.36168296122848,True,240.40903091191055,
RGI60-12.00003,12,12-01,Su4H08004196,41.8426,43.3543,0.13,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.002932670447867599,0.0020566056589055594,0.0,0.0,NASADEM,elevation_band,5.1387964289378515e-24,0.0,,,3606.25,3623.5,3382.0,3752.0,3747.0,3382.0,0.019230769230769232,41.84702189668409,43.35406172769431,570.0,130000.0,3594.757084330068,3726.164939893268,3385.869582944243,0.5419212918130303,228.07017543859652,22.24445785121695,143.7799314386367,1995.0,194.21128152405663,194.2112815240566,True,173.40067469638416,
RGI60-12.00004,12,12-01,Su4G08008058,43.8138,42.8031,4.187,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.21925981243853637,0.24355412432023926,0.0,0.0,NASADEM,elevation_band,5.1387964289378515e-24,0.0,,,3260.6787109375,3410.0,2369.0,4204.0,4204.0,2369.0,0.0,43.824558919603255,42.829934412656414,4368.0,4187000.0,3264.0210903938696,4172.640118031735,2394.1913319128616,0.3771177027613714,958.5622710622712,260.796784403704,356.8704462867452,1995.0,46.90381530157401,46.903815301574014,True,206.94042988471858,
RGI60-12.00005,12,12-01,,42.6611,43.1191,0.033,2001,Glacier,Land-terminating,False,Glacier or ice cap,0.00031982599482682377,0.0003122019306298329,0.0,0.0,NASADEM,elevation_band,5.1387964289378515e-24,0.0,,,3979.27685546875,3977.0,3862.0,4084.0,4084.0,3862.0,0.0,42.66249071254118,43.119435079799366,182.0,33000.0,3973.6915548069333,4065.677361774734,3874.9486145048745,0.878657716048051,181.31868131868137,44.793088959525896,200.86878815176829,1995.0,170.8994764941399,170.89947649413995,True,226.87980119357866,230.0
RGI60-12.00006,12,12-01,Su5T091052,42.5158,43.1583,0.176,2001,Glacier,Land-terminating,False,Glacier or ice cap,0.0032793601817171494,0.0031193121388369315,0.0,0.0,NASADEM,elevation_band,5.1387964289378515e-24,0.0,,,3507.45947265625,3503.5,3336.0,3690.0,3690.0,3336.0,0.0,42.515778288539614,43.15581232956165,480.0,176000.0,3511.0048468892533,3665.823925819438,3365.0755491290247,0.5870888942755662,366.6666666666667,66.53133641560257,225.64479002602903,1995.0,107.10345029504293,107.10345029504292,True,184.9373117314232,
RGI60-12.00007,12,12-01,,43.52,42.9523,0.125,2004,Glacier,Land-terminating,False,Glacier or ice cap,0.002452295734229238,0.0019486335918099265,0.0,0.0,NASADEM,elevation_band,5.1387964289378515e-24,0.0,,,3871.521728515625,3868.0,3716.0,4014.0,3995.0,3716.0,0.05615942028985507,43.51710193976403,42.95108041373485,450.0,125000.0,3861.7105265359896,3970.7074449253487,3722.8584190565384,0.5264942275209408,277.77777777777777,26.390077805202164,170.71519971432943,1995.0,184.18808913108836,184.1880891310884,True,210.06976130574347,80.0
RGI60-12.00008,12,12-01,Su4G08007062,43.2427,43.0973,0.101,2004,Glacier,Land-terminating,False,Glacier or ice cap,0.0015311182436542187,0.0014535193108287819,0.0,0.0,NASADEM,elevation_band,5.1387964289378515e-24,0.0,,,3481.873046875,3479.0,3355.0,3597.0,3597.0,3355.0,0.0,43.24286445614805,43.099386965458386,392.0,101000.00000000001,3485.0714226075834,3600.313306393652,3368.1888647851215,0.5598211933749531,257.6530612244898,43.45755647039416,143.03583334645455,1995.0,68.3954917868159,68.39549178681588,True,216.56028718137344,
RGI60-12.00009,12,12-01,Su5T09104025,41.4506,43.3002,0.39,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.010137168740051534,0.009315212181882821,0.0,0.0,NASADEM,elevation_band,5.1387964289378515e-24,0.0,,,2915.939697265625,2901.0,2566.0,3290.0,3290.0,2566.0,0.0,41.44754834195588,43.29349392721179,1216.0,389999.99999999994,2921.40847297496,3279.3192694765085,2586.6938680207245,0.5259063834750664,320.72368421052624,150.75661709745577,218.34609695050798,1995.0,66.03107509064992,66.03107509064992,True,181.5880019828673,
RGI60-12.00010,12,12-01,Su5T09106396,43.7575,42.7584,0.553,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.016253023741979407,0.015056567400054779,0.0,0.0,NASADEM,elevation_band,5.1387964289378515e-24,0.0,,,3616.75439453125,3617.0,3202.0,3926.0,3926.0,3202.0,0.0,43.75128219143303,42.75217320360271,1320.0,553000.0000000001,3619.0400880294874,3898.925128199467,3208.2018051544514,0.47329158203938865,418.9393939393939,6.339590561048592,114.68356086923318,1995.0,97.76017143845854,97.76017143845854,True,207.05644553518724,
RGI60-12.00011,12,12-01,Su4G08011064,44.4001,42.6974,1.688,2004,Glacier,Land-terminating,False,Glacier or ice cap,0.08234120813682239,0.06984189672816553,0.0,0.0,NASADEM,elevation_band,5.1387964289378515e-24,0.0,,,3841.042724609375,3842.0,3221.0,4295.0,4295.0,3221.0,0.0,44.40861742302216,42.6835715520963,2632.0,1688000.0000000002,3845.586464041462,4270.442463738394,3247.464598685086,0.3753086499869349,641.3373860182371,55.186186672001654,105.13321866785195,1995.0,290.3039572395746,290.30395723957463,True,204.68030372734384,
RGI60-12.00012,12,12-01,Su4G08008014,43.5074,42.9564,0.357,2004,Glacier,Land-terminating,False,Glacier or ice cap,0.00883332130821977,0.008248931822990744,0.0,0.0,NASADEM,elevation_band,5.1387964289378515e-24,0.0,,,3790.7998046875,3759.0,3627.0,4129.0,4129.0,3627.0,0.0,43.5050558453115,42.954061530814634,756.0,357000.0,3788.1753960686406,4076.212278307807,3630.2955841387875,0.5024092281714415,472.2222222222221,38.011688799137076,189.7783090197947,1995.0,185.68607712788616,185.68607712788622,True,210.25609301613343,
RGI60-12.00013,12,12-01,,43.2422,43.0834,0.136,2004,Glacier,Land-terminating,False,Glacier or ice cap,0.002812123496387464,0.0021882398165042403,0.0,0.0,NASADEM,elevation_band,5.1387964289378515e-24,0.0,,,3628.113525390625,3633.0,3455.0,3753.0,3753.0,3455.0,0.0,43.24562763244938,43.0835716774265,480.0,136000.00000000003,3628.07954741786,3717.091860907854,3487.2028385540602,0.47179598606909134,283.33333333333337,106.22143302662934,194.24194499108577,1995.0,93.67167880144177,93.67167880144179,True,216.4883863176379,
RGI60-12.00014,12,12-01,Ulluchiran,42.4276,43.3778,12.843,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.8690772230616989,1.1373531389604508,0.0,0.0,NASADEM,elevation_band,5.1387964289378515e-24,0.0,,,4164.50244140625,4093.0,3049.0,5612.0,5612.0,3049.0,0.0,42.429811851610104,43.4109898614957,6720.0,12843000.0,4164.807477713872,5559.458210339174,3099.3585908107416,0.34974688667833814,1911.1607142857142,210.45926240434773,399.31837104695194,1995.0,315.45141868084914,315.45141868084903,True,146.5926768035523,
RGI60-12.00015,12,12-01,Su4H08003141,41.5514,43.2768,0.221,2000,Glacier,Land-terminating,False,Glacier or ice cap,0.005002988971957528,0.0042659748756951055,0.0,0.0,NASADEM,elevation_band,5.1387964289378515e-24,0.0,,,3137.249267578125,3145.5,2817.0,3325.0,3325.0,2817.0,0.0,41.55809079136339,43.27793559555861,782.0,220999.99999999997,3137.426298182648,3301.3211673177834,2851.4576975481764,0.5255311016541709,282.60869565217394,98.94918443918384,129.72734509801057,1995.0,91.02441595508128,91.02441595508131,True,180.15625926158265,
